"datas_param","QTY_ITEMS","QTY_CLIENTS"
2019-01-04 03:30:00,30,6
2019-01-04 03:45:00,29,7
2019-01-04 04:00:00,25,6
2019-01-04 04:15:00,41,5
2019-01-04 04:30:00,10,4
2019-01-04 04:45:00,21,2
2019-01-04 05:00:00,53,11
2019-01-04 05:15:00,66,12
2019-01-04 05:30:00,89,28
2019-01-04 05:45:00,80,22
2019-01-04 06:00:00,114,26
2019-01-04 06:15:00,140,40
2019-01-04 06:30:00,106,32
2019-01-04 06:45:00,134,37
2019-01-04 07:00:00,276,55
2019-01-04 07:15:00,258,69
2019-01-04 07:30:00,411,77
2019-01-04 07:45:00,298,59
2019-01-04 08:00:00,309,68
2019-01-04 08:15:00,352,78
2019-01-04 08:30:00,435,74
2019-01-04 08:45:00,424,67
2019-01-04 09:00:00,478,86
2019-01-04 09:15:00,380,73
2019-01-04 09:30:00,405,90
2019-01-04 09:45:00,496,75
2019-01-04 10:00:00,568,105
2019-01-04 10:15:00,512,74
2019-01-04 10:30:00,502,77
2019-01-04 10:45:00,564,82
2019-01-04 11:00:00,863,121
2019-01-04 11:15:00,797,126
2019-01-04 11:30:00,930,138
2019-01-04 11:45:00,832,144
2019-01-04 12:00:00,965,128
2019-01-04 12:15:00,765,121
2019-01-04 12:30:00,944,172
2019-01-04 12:45:00,655,138
2019-01-04 13:00:00,913,158
2019-01-04 13:15:00,673,150
2019-01-04 13:30:00,831,139
2019-01-04 13:45:00,732,135
2019-01-04 14:00:00,693,141
2019-01-04 14:15:00,865,131
2019-01-04 14:30:00,699,124
2019-01-04 14:45:00,782,100
2019-01-04 15:00:00,772,106
2019-01-04 15:15:00,611,96
2019-01-04 15:30:00,584,93
2019-01-04 15:45:00,638,98
2019-01-04 16:00:00,635,107
2019-01-04 16:15:00,613,111
2019-01-04 16:30:00,578,92
2019-01-04 16:45:00,759,130
2019-01-04 17:00:00,814,134
2019-01-04 17:15:00,821,119
2019-01-04 17:30:00,834,124
2019-01-04 17:45:00,798,110
2019-01-04 18:00:00,1004,108
2019-01-04 18:15:00,891,139
2019-01-04 18:30:00,109,126
2019-01-04 18:45:00,737,93
2019-01-04 19:00:00,922,112
2019-01-04 19:15:00,970,120
2019-01-04 19:30:00,963,91
2019-01-04 19:45:00,998,95
2019-01-04 20:00:00,835,102
2019-01-04 20:15:00,873,101
2019-01-04 20:30:00,776,96
2019-01-04 20:45:00,837,85
2019-01-04 21:00:00,1017,99
2019-01-04 21:15:00,747,85
2019-01-04 21:30:00,900,87
2019-01-04 21:45:00,688,81
2019-01-04 22:00:00,817,90
2019-01-04 22:15:00,586,70
2019-01-04 22:30:00,757,77
2019-01-04 22:45:00,520,67
2019-01-04 23:00:00,578,75
2019-01-04 23:15:00,543,67
2019-01-04 23:30:00,409,57
2019-01-04 23:45:00,293,37
2019-01-05 00:00:00,410,38
2019-01-05 00:15:00,463,41
2019-01-05 00:30:00,454,51
2019-01-05 00:45:00,416,42
2019-01-05 01:00:00,173,29
2019-01-05 01:15:00,147,27
2019-01-05 01:30:00,106,18
2019-01-05 01:45:00,99,14
2019-01-05 02:00:00,136,24
2019-01-05 02:15:00,63,15
2019-01-05 02:30:00,191,15
2019-01-05 02:45:00,45,10
2019-01-05 03:00:00,86,11
2019-01-05 03:15:00,56,11
2019-01-05 03:30:00,45,13
2019-01-05 03:45:00,21,5
2019-01-05 04:00:00,82,7
2019-01-05 04:15:00,37,9
2019-01-05 04:30:00,17,7
2019-01-05 04:45:00,45,13
2019-01-05 05:00:00,35,11
2019-01-05 05:15:00,62,12
2019-01-05 05:30:00,72,20
2019-01-05 05:45:00,92,20
2019-01-05 06:00:00,114,20
2019-01-05 06:15:00,104,28
2019-01-05 06:30:00,205,38
2019-01-05 06:45:00,95,21
2019-01-05 07:00:00,71,27
2019-01-05 07:15:00,158,47
2019-01-05 07:30:00,139,36
2019-01-05 07:45:00,196,42
2019-01-05 08:00:00,277,47
2019-01-05 08:15:00,323,60
2019-01-05 08:30:00,482,59
2019-01-05 08:45:00,388,54
2019-01-05 09:00:00,383,62
2019-01-05 09:15:00,483,71
2019-01-05 09:30:00,527,71
2019-01-05 09:45:00,609,64
2019-01-05 10:00:00,507,66
2019-01-05 10:15:00,740,72
2019-01-05 10:30:00,667,88
2019-01-05 10:45:00,662,95
2019-01-05 11:00:00,905,116
2019-01-05 11:15:00,775,101
2019-01-05 11:30:00,851,115
2019-01-05 11:45:00,1024,109
2019-01-05 12:00:00,1112,124
2019-01-05 12:15:00,1026,121
2019-01-05 12:30:00,1072,118
2019-01-05 12:45:00,985,110
2019-01-05 13:00:00,1269,144
2019-01-05 13:15:00,1095,128
2019-01-05 13:30:00,1008,125
2019-01-05 13:45:00,1108,134
2019-01-05 14:00:00,1305,130
2019-01-05 14:15:00,987,120
2019-01-05 14:30:00,1174,131
2019-01-05 14:45:00,892,112
2019-01-05 15:00:00,111,144
2019-01-05 15:15:00,958,128
2019-01-05 15:30:00,1028,109
2019-01-05 15:45:00,1041,116
2019-01-05 16:00:00,902,113
2019-01-05 16:15:00,1019,117
2019-01-05 16:30:00,1016,118
2019-01-05 16:45:00,1105,115
2019-01-05 17:00:00,1128,136
2019-01-05 17:15:00,1428,127
2019-01-05 17:30:00,1328,135
2019-01-05 17:45:00,1132,119
2019-01-05 18:00:00,15,149
2019-01-05 18:15:00,1314,140
2019-01-05 18:30:00,983,127
2019-01-05 18:45:00,907,121
2019-01-05 19:00:00,1234,123
2019-01-05 19:15:00,966,120
2019-01-05 19:30:00,1025,108
2019-01-05 19:45:00,902,95
2019-01-05 20:00:00,690,100
2019-01-05 20:15:00,861,80
2019-01-05 20:30:00,792,98
2019-01-05 20:45:00,748,68
2019-01-05 21:00:00,861,78
2019-01-05 21:15:00,1026,95
2019-01-05 21:30:00,960,84
2019-01-05 21:45:00,717,63
2019-01-05 22:00:00,760,75
2019-01-05 22:15:00,705,67
2019-01-05 22:30:00,531,68
2019-01-05 22:45:00,539,49
2019-01-05 23:00:00,535,45
2019-01-05 23:15:00,347,42
2019-01-05 23:30:00,342,38
2019-01-05 23:45:00,196,28
2019-01-06 00:00:00,328,44
2019-01-06 00:15:00,401,36
2019-01-06 00:30:00,138,15
2019-01-06 00:45:00,315,34
2019-01-06 01:00:00,484,44
2019-01-06 01:15:00,320,30
2019-01-06 01:30:00,244,34
2019-01-06 01:45:00,63,14
2019-01-06 02:00:00,80,12
2019-01-06 02:15:00,86,13
2019-01-06 02:30:00,110,19
2019-01-06 02:45:00,134,23
2019-01-06 03:00:00,138,19
2019-01-06 03:15:00,74,13
2019-01-06 03:30:00,27,5
2019-01-06 03:45:00,26,8
2019-01-06 04:00:00,26,5
2019-01-06 04:15:00,43,8
2019-01-06 04:30:00,40,13
2019-01-06 04:45:00,18,6
2019-01-06 05:00:00,31,8
2019-01-06 05:15:00,51,14
2019-01-06 05:30:00,75,21
2019-01-06 05:45:00,82,19
2019-01-06 06:00:00,53,22
2019-01-06 06:15:00,76,15
2019-01-06 06:30:00,113,28
2019-01-06 06:45:00,107,15
2019-01-06 07:00:00,138,20
2019-01-06 07:15:00,144,37
2019-01-06 07:30:00,193,42
2019-01-06 07:45:00,149,20
2019-01-06 08:00:00,181,41
2019-01-06 08:15:00,212,41
2019-01-06 08:30:00,350,46
2019-01-06 08:45:00,271,51
2019-01-06 09:00:00,469,50
2019-01-06 09:15:00,450,50
2019-01-06 09:30:00,489,69
2019-01-06 09:45:00,382,63
2019-01-06 10:00:00,600,80
2019-01-06 10:15:00,620,79
2019-01-06 10:30:00,610,74
2019-01-06 10:45:00,552,77
2019-01-06 11:00:00,641,73
2019-01-06 11:15:00,802,100
2019-01-06 11:30:00,908,89
2019-01-06 11:45:00,794,102
2019-01-06 12:00:00,920,108
2019-01-06 12:15:00,852,112
2019-01-06 12:30:00,977,115
2019-01-06 12:45:00,895,105
2019-01-06 13:00:00,845,119
2019-01-06 13:15:00,1063,103
2019-01-06 13:30:00,772,102
2019-01-06 13:45:00,669,82
2019-01-06 14:00:00,817,93
2019-01-06 14:15:00,929,104
2019-01-06 14:30:00,825,100
2019-01-06 14:45:00,666,87
2019-01-06 15:00:00,721,96
2019-01-06 15:15:00,708,84
2019-01-06 15:30:00,891,105
2019-01-06 15:45:00,785,103
2019-01-06 16:00:00,861,103
2019-01-06 16:15:00,743,103
2019-01-06 16:30:00,641,95
2019-01-06 16:45:00,694,113
2019-01-06 17:00:00,750,111
2019-01-06 17:15:00,925,114
2019-01-06 17:30:00,1032,107
2019-01-06 17:45:00,789,100
2019-01-06 18:00:00,926,124
2019-01-06 18:15:00,799,131
2019-01-06 18:30:00,793,119
2019-01-06 18:45:00,518,73
2019-01-06 19:00:00,780,99
2019-01-06 19:15:00,909,106
2019-01-06 19:30:00,902,113
2019-01-06 19:45:00,789,84
2019-01-06 20:00:00,1035,85
2019-01-06 20:15:00,766,83
2019-01-06 20:30:00,790,93
2019-01-06 20:45:00,841,99
2019-01-06 21:00:00,815,94
2019-01-06 21:15:00,746,85
2019-01-06 21:30:00,904,87
2019-01-06 21:45:00,830,70
2019-01-06 22:00:00,775,88
2019-01-06 22:15:00,802,93
2019-01-06 22:30:00,521,70
2019-01-06 22:45:00,434,48
2019-01-06 23:00:00,444,56
2019-01-06 23:15:00,456,54
2019-01-06 23:30:00,600,59
2019-01-06 23:45:00,297,35
2019-01-07 00:00:00,406,44
2019-01-07 00:15:00,445,45
2019-01-07 00:30:00,372,41
2019-01-07 00:45:00,233,24
2019-01-07 01:00:00,161,23
2019-01-07 01:15:00,97,14
2019-01-07 01:30:00,69,15
2019-01-07 01:45:00,62,11
2019-01-07 02:00:00,40,12
2019-01-07 02:15:00,88,12
2019-01-07 02:30:00,114,14
2019-01-07 02:45:00,24,5
2019-01-07 03:00:00,15,8
2019-01-07 03:15:00,27,6
2019-01-07 03:30:00,10,6
2019-01-07 03:45:00,21,5
2019-01-07 04:00:00,27,5
2019-01-07 04:15:00,39,11
2019-01-07 04:30:00,39,4
2019-01-07 04:45:00,27,5
2019-01-07 05:00:00,42,11
2019-01-07 05:15:00,32,12
2019-01-07 05:30:00,47,14
2019-01-07 05:45:00,77,23
2019-01-07 06:00:00,102,23
2019-01-07 06:15:00,64,21
2019-01-07 06:30:00,103,35
2019-01-07 06:45:00,86,28
2019-01-07 07:00:00,92,33
2019-01-07 07:15:00,229,59
2019-01-07 07:30:00,229,63
2019-01-07 07:45:00,166,38
2019-01-07 08:00:00,248,60
2019-01-07 08:15:00,210,62
2019-01-07 08:30:00,188,47
2019-01-07 08:45:00,184,50
2019-01-07 09:00:00,435,55
2019-01-07 09:15:00,331,68
2019-01-07 09:30:00,219,55
2019-01-07 09:45:00,368,58
2019-01-07 10:00:00,464,70
2019-01-07 10:15:00,406,71
2019-01-07 10:30:00,458,66
2019-01-07 10:45:00,478,85
2019-01-07 11:00:00,568,80
2019-01-07 11:15:00,440,83
2019-01-07 11:30:00,451,97
2019-01-07 11:45:00,506,87
2019-01-07 12:00:00,756,123
2019-01-07 12:15:00,689,139
2019-01-07 12:30:00,914,161
2019-01-07 12:45:00,576,135
2019-01-07 13:00:00,838,170
2019-01-07 13:15:00,553,154
2019-01-07 13:30:00,556,142
2019-01-07 13:45:00,547,109
2019-01-07 14:00:00,606,129
2019-01-07 14:15:00,626,120
2019-01-07 14:30:00,599,105
2019-01-07 14:45:00,626,105
2019-01-07 15:00:00,721,114
2019-01-07 15:15:00,574,97
2019-01-07 15:30:00,699,102
2019-01-07 15:45:00,663,94
2019-01-07 16:00:00,732,113
2019-01-07 16:15:00,672,102
2019-01-07 16:30:00,675,120
2019-01-07 16:45:00,614,108
2019-01-07 17:00:00,739,109
2019-01-07 17:15:00,632,124
2019-01-07 17:30:00,802,122
2019-01-07 17:45:00,811,133
2019-01-07 18:00:00,1086,154
2019-01-07 18:15:00,778,135
2019-01-07 18:30:00,718,124
2019-01-07 18:45:00,772,98
2019-01-07 19:00:00,920,119
2019-01-07 19:15:00,754,109
2019-01-07 19:30:00,792,129
2019-01-07 19:45:00,638,80
2019-01-07 20:00:00,832,95
2019-01-07 20:15:00,890,97
2019-01-07 20:30:00,838,93
2019-01-07 20:45:00,689,71
2019-01-07 21:00:00,843,83
2019-01-07 21:15:00,793,78
2019-01-07 21:30:00,708,70
2019-01-07 21:45:00,697,75
2019-01-07 22:00:00,923,92
2019-01-07 22:15:00,736,70
2019-01-07 22:30:00,672,58
2019-01-07 22:45:00,543,50
2019-01-07 23:00:00,549,57
2019-01-07 23:15:00,610,64
2019-01-07 23:30:00,477,54
2019-01-07 23:45:00,647,53
2019-01-08 00:00:00,375,40
2019-01-08 00:15:00,255,26
2019-01-08 00:30:00,171,16
2019-01-08 00:45:00,505,42
2019-01-08 01:00:00,368,40
2019-01-08 01:15:00,135,17
2019-01-08 01:30:00,104,15
2019-01-08 01:45:00,158,24
2019-01-08 02:00:00,106,24
2019-01-08 02:15:00,100,15
2019-01-08 02:30:00,43,6
2019-01-08 02:45:00,124,9
2019-01-08 03:00:00,75,16
2019-01-08 03:15:00,76,22
2019-01-08 03:30:00,42,6
2019-01-08 03:45:00,31,7
2019-01-08 04:00:00,40,8
2019-01-08 04:15:00,15,3
2019-01-08 04:30:00,16,3
2019-01-08 04:45:00,10,3
2019-01-08 05:00:00,30,7
2019-01-08 05:15:00,73,20
2019-01-08 05:30:00,83,19
2019-01-08 05:45:00,94,20
2019-01-08 06:00:00,101,27
2019-01-08 06:15:00,134,40
2019-01-08 06:30:00,182,38
2019-01-08 06:45:00,211,50
2019-01-08 07:00:00,290,52
2019-01-08 07:15:00,407,76
2019-01-08 07:30:00,330,77
2019-01-08 07:45:00,346,71
2019-01-08 08:00:00,449,83
2019-01-08 08:15:00,489,85
2019-01-08 08:30:00,606,90
2019-01-08 08:45:00,531,76
2019-01-08 09:00:00,532,83
2019-01-08 09:15:00,653,71
2019-01-08 09:30:00,560,87
2019-01-08 09:45:00,715,88
2019-01-08 10:00:00,630,100
2019-01-08 10:15:00,746,94
2019-01-08 10:30:00,918,118
2019-01-08 10:45:00,802,101
2019-01-08 11:00:00,1059,125
2019-01-08 11:15:00,1009,137
2019-01-08 11:30:00,1053,140
2019-01-08 11:45:00,980,115
2019-01-08 12:00:00,1179,154
2019-01-08 12:15:00,938,147
2019-01-08 12:30:00,1105,166
2019-01-08 12:45:00,846,142
2019-01-08 13:00:00,1008,158
2019-01-08 13:15:00,846,143
2019-01-08 13:30:00,780,138
2019-01-08 13:45:00,779,135
2019-01-08 14:00:00,915,147
2019-01-08 14:15:00,1005,132
2019-01-08 14:30:00,819,133
2019-01-08 14:45:00,788,112
2019-01-08 15:00:00,934,135
2019-01-08 15:15:00,868,115
2019-01-08 15:30:00,952,119
2019-01-08 15:45:00,913,109
2019-01-08 16:00:00,821,113
2019-01-08 16:15:00,918,95
2019-01-08 16:30:00,874,100
2019-01-08 16:45:00,829,76
2019-01-08 17:00:00,957,99
2019-01-08 17:15:00,836,78
2019-01-08 17:30:00,794,106
2019-01-08 17:45:00,825,99
2019-01-08 18:00:00,952,140
2019-01-08 18:15:00,993,148
2019-01-08 18:30:00,995,129
2019-01-08 18:45:00,829,108
2019-01-08 19:00:00,838,115
2019-01-08 19:15:00,831,103
2019-01-08 19:30:00,896,111
2019-01-08 19:45:00,575,76
2019-01-08 20:00:00,855,94
2019-01-08 20:15:00,806,87
2019-01-08 20:30:00,909,95
2019-01-08 20:45:00,837,92
2019-01-08 21:00:00,1062,104
2019-01-08 21:15:00,990,99
2019-01-08 21:30:00,899,95
2019-01-08 21:45:00,891,90
2019-01-08 22:00:00,1207,108
2019-01-08 22:15:00,862,82
2019-01-08 22:30:00,833,84
2019-01-08 22:45:00,746,81
2019-01-08 23:00:00,727,71
2019-01-08 23:15:00,711,75
2019-01-08 23:30:00,621,58
2019-01-08 23:45:00,490,48
2019-01-09 00:00:00,467,46
2019-01-09 00:15:00,333,41
2019-01-09 00:30:00,286,38
2019-01-09 00:45:00,302,27
2019-01-09 01:00:00,340,29
2019-01-09 01:15:00,288,24
2019-01-09 01:30:00,316,27
2019-01-09 01:45:00,102,18
2019-01-09 02:00:00,77,14
2019-01-09 02:15:00,162,20
2019-01-09 02:30:00,119,18
2019-01-09 02:45:00,99,10
2019-01-09 03:00:00,43,4
2019-01-09 03:15:00,22,3
2019-01-09 03:30:00,41,10
2019-01-09 03:45:00,37,10
2019-01-09 04:00:00,28,7
2019-01-09 04:15:00,118,11
2019-01-09 04:30:00,43,3
2019-01-09 04:45:00,38,9
2019-01-09 05:00:00,33,10
2019-01-09 05:15:00,103,24
2019-01-09 05:30:00,101,30
2019-01-09 05:45:00,125,24
2019-01-09 06:00:00,153,32
2019-01-09 06:15:00,210,46
2019-01-09 06:30:00,170,40
2019-01-09 06:45:00,340,63
2019-01-09 07:00:00,355,56
2019-01-09 07:15:00,415,89
2019-01-09 07:30:00,472,100
2019-01-09 07:45:00,396,74
2019-01-09 08:00:00,479,92
2019-01-09 08:15:00,501,97
2019-01-09 08:30:00,574,111
2019-01-09 08:45:00,658,84
2019-01-09 09:00:00,731,94
2019-01-09 09:15:00,807,95
2019-01-09 09:30:00,953,115
2019-01-09 09:45:00,849,102
2019-01-09 10:00:00,1069,118
2019-01-09 10:15:00,831,130
2019-01-09 10:30:00,1103,124
2019-01-09 10:45:00,996,117
2019-01-09 11:00:00,987,171
2019-01-09 11:15:00,11,156
2019-01-09 11:30:00,1142,144
2019-01-09 11:45:00,1113,135
2019-01-09 12:00:00,1231,163
2019-01-09 12:15:00,1082,163
2019-01-09 12:30:00,1096,153
2019-01-09 12:45:00,1101,152
2019-01-09 13:00:00,1068,188
2019-01-09 13:15:00,1129,157
2019-01-09 13:30:00,993,195
2019-01-09 13:45:00,972,192
2019-01-09 14:00:00,1034,174
2019-01-09 14:15:00,984,155
2019-01-09 14:30:00,1126,142
2019-01-09 14:45:00,895,120
2019-01-09 15:00:00,999,141
2019-01-09 15:15:00,870,126
2019-01-09 15:30:00,876,136
2019-01-09 15:45:00,986,135
2019-01-09 16:00:00,960,131
2019-01-09 16:15:00,999,127
2019-01-09 16:30:00,952,118
2019-01-09 16:45:00,810,112
2019-01-09 17:00:00,1245,160
2019-01-09 17:15:00,1252,158
2019-01-09 17:30:00,1242,176
2019-01-09 17:45:00,1171,150
2019-01-09 18:00:00,1436,172
2019-01-09 18:15:00,1217,173
2019-01-09 18:30:00,121,157
2019-01-09 18:45:00,777,110
2019-01-09 19:00:00,911,144
2019-01-09 19:15:00,828,142
2019-01-09 19:30:00,1082,126
2019-01-09 19:45:00,841,97
2019-01-09 20:00:00,1141,89
2019-01-09 20:15:00,1006,103
2019-01-09 20:30:00,1081,109
2019-01-09 20:45:00,876,86
2019-01-09 21:00:00,930,90
2019-01-09 21:15:00,846,86
2019-01-09 21:30:00,835,79
2019-01-09 21:45:00,784,88
2019-01-09 22:00:00,943,80
2019-01-09 22:15:00,771,89
2019-01-09 22:30:00,778,76
2019-01-09 22:45:00,590,61
2019-01-09 23:00:00,565,72
2019-01-09 23:15:00,532,57
2019-01-09 23:30:00,659,67
2019-01-09 23:45:00,578,63
2019-01-10 00:00:00,294,40
2019-01-10 00:15:00,349,17
2019-01-10 00:30:00,89,14
2019-01-10 00:45:00,218,40
2019-01-10 01:00:00,231,31
2019-01-10 01:15:00,217,29
2019-01-10 01:30:00,111,16
2019-01-10 01:45:00,201,15
2019-01-10 02:00:00,36,12
2019-01-10 02:15:00,93,18
2019-01-10 02:30:00,67,12
2019-01-10 02:45:00,85,6
2019-01-10 03:00:00,64,13
2019-01-10 03:15:00,37,12
2019-01-10 03:30:00,31,7
2019-01-10 03:45:00,8,2
2019-01-10 04:00:00,21,6
2019-01-10 04:15:00,7,2
2019-01-10 04:30:00,26,5
2019-01-10 04:45:00,7,3
2019-01-10 05:00:00,13,5
2019-01-10 05:15:00,60,17
2019-01-10 05:30:00,100,22
2019-01-10 05:45:00,97,26
2019-01-10 06:00:00,108,34
2019-01-10 06:15:00,78,23
2019-01-10 06:30:00,147,42
2019-01-10 06:45:00,251,57
2019-01-10 07:00:00,176,49
2019-01-10 07:15:00,249,74
2019-01-10 07:30:00,178,53
2019-01-10 07:45:00,294,61
2019-01-10 08:00:00,302,65
2019-01-10 08:15:00,426,69
2019-01-10 08:30:00,389,70
2019-01-10 08:45:00,400,80
2019-01-10 09:00:00,408,72
2019-01-10 09:15:00,382,67
2019-01-10 09:30:00,417,72
2019-01-10 09:45:00,339,71
2019-01-10 10:00:00,642,82
2019-01-10 10:15:00,591,90
2019-01-10 10:30:00,662,108
2019-01-10 10:45:00,770,89
2019-01-10 11:00:00,745,93
2019-01-10 11:15:00,633,102
2019-01-10 11:30:00,622,115
2019-01-10 11:45:00,696,93
2019-01-10 12:00:00,793,125
2019-01-10 12:15:00,719,138
